title,price,surface,rooms,baths,garages,private area,builded area,estrato,antiquity,price m2,administration
Apartamento en Venta Bello Santa Ana,$ 175.000.000,"53,00 m²",3,2,nan,nan,"53,00m²",4,Menosde1año,3.301.887/m²,"$85,000E"
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello Perez confama,$ 115.000.000,"82,00 m²",3,2,nan,nan,"82,00m²",2,1a8años,1.402.439/m²,nan
Apartamento en Venta Bello CABAITAS,$ 275.000.000,"95,00 m²",3,2,1,"95,00m²","95,00m²",4,Menosde1año,2.894.737/m²,nan
Apartamento en Venta Bello PUERTO NUEVO SANTA ANA,$ 240.000.000,"67,00 m²",3,2,2,nan,"67,00m²",4,1a8años,3.582.090/m²,"$170,000"
Apartamento en Venta Bello BELLO,$ 218.212.697,"79,00 m²",3,2,1,"79,00m²","79,00m²",4,Menosde1año,2.762.186/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 175.000.000,"60,00 m²",1,1,nan,"60,00m²","60,00m²",3,Menosde1año,2.916.667/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello Valerias,$ 160.000.000,"114,00 m²",4,2,1,"114,00m²","114,00m²",3,1a8años,1.403.509/m²,nan
Apartamento en Venta Bello bello,$ 135.000.000,"57,00 m²",3,2,nan,"57,00m²","57,00m²",3,1a8años,2.368.421/m²,"$100,000"
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello cabañitas ,$ 185.000.000,"144,00 m²",5,2,nan,"144,00m²","144,00m²",4,1a8años,1.284.722/m²,nan
Apartamento en Venta Bello niquia,$ 200.000.000,"70,00 m²",3,2,1,"70,00m²","70,00m²",4,1a8años,2.857.143/m²,"$180,000"
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 170.307.981,"62,00 m²",3,2,1,"62,00m²","62,00m²",4,Menosde1año,2.746.903/m²,nan
Apartamento en Venta Bello Amazonia,$ 235.000.000,"76,00 m²",3,2,1,"76,00m²","76,00m²",4,1a8años,3.092.105/m²,"$180,000"
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello CABAÑITAS,$ 210.000.000,"80,00 m²",3,2,1,"80,00m²","80,00m²",4,nan,2.625.000/m²,nan
Apartamento en Venta Bello La primavera,$ 140.000.000,"62,00 m²",3,2,nan,"62,00m²","62,00m²",3,nan,2.258.065/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello Sur Cabañas,$ 260.000.000,"72,00 m²",2,2,1,"72,00m²","72,00m²",4,1a8años,3.611.111/m²,nan
Apartamento en Venta Bello cabañas,$ 220.000.000,"67,00 m²",3,2,1,"67,00m²","67,00m²",4,1a8años,3.283.582/m²,"$140,000"
POBLADO NIQUÍA,Desde $ 229.850.000 Hasta $ 257.276.000,"70,76 a 78,69 m²",3,2,1,"62,85a69,91m²","70,76a78,69m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 171.807.981,"62,00 m²",3,2,1,"62,00m²","62,00m²",4,Menosde1año,2.771.096/m²,nan
Apartamento en Venta Bello BELLO,$ 275.000.000,"79,00 m²",3,2,1,"79,00m²","79,00m²",4,1a8años,3.481.013/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello la primavera ,$ 125.000.000,"62,00 m²",3,2,nan,nan,"62,00m²",3,1a8años,2.016.129/m²,"$125,000"
Apartamento en Venta Bello cabañitas,$ 400.000.000,"114,00 m²",3,3,2,"114,00m²","114,00m²",4,1a8años,3.508.772/m²,"$300,000"
Apartamento en Venta Bello VALADARES,$ 120.000.000,"78,00 m²",3,2,nan,nan,"78,00m²",3,nan,1.538.462/m²,nan
Apartamento en Venta Bello CABAITAS,$ 275.000.000,"95,00 m²",3,2,1,"95,00m²","95,00m²",4,Menosde1año,2.894.737/m²,nan
Apartamento en Venta Bello BELLO,$ 172.407.981,"62,00 m²",3,2,1,"62,00m²","62,00m²",4,Menosde1año,2.780.774/m²,nan
Apartamento en Venta Bello Cabañitas,$ 340.000.000,"79,26 m²",3,2,1,"79,00m²","79,26m²",4,1a8años,4.289.680/m²,nan
Apartamento en Venta Bello NIQUIA,$ 207.000.000,"59,00 m²",2,2,1,"59,00m²","59,00m²",4,Menosde1año,3.508.475/m²,nan
Apartamento en Venta Bello francisco Antonio Zea,$ 125.000.000,"70,00 m²",3,1,nan,"70,00m²","70,00m²",3,16a30años,1.785.714/m²,nan
Apartamento en Venta Bello Cabañas,$ 220.000.000,"63,00 m²",3,2,2,"63,00m²","63,00m²",4,nan,3.492.063/m²,"$150,000"
Apartamento en Venta Bello Ciudadela Cacique Niquia,$ 160.000.000,"68,00 m²",3,1,nan,"67,00m²","68,00m²",3,16a30años,2.352.941/m²,"$76,000E"
Apartamento en Venta Bello BELLO,$ 171.744.861,"62,00 m²",3,2,1,"62,00m²","62,00m²",4,Menosde1año,2.770.078/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello PUERTO NUEVO CON PARQUEADERO PRIVADO,$ 240.000.000,"67,00 m²",3,2,nan,nan,"67,00m²",4,1a8años,3.582.090/m²,nan
Apartamento en Venta Bello Madera,$ 150.000.000,"58,00 m²",3,2,nan,"58,00m²","58,00m²",3,Menosde1año,2.586.207/m²,"$90,000E"
C26,Desde $ 190.250.000 Hasta $ 268.756.000,"47,50 a 71,42 m²",1,1,1,nan,"47,50a71,42m²",4,nan,nan,nan
Apartamento en Venta Bello LA MADERA,$ 158.000.000,"57,00 m²",3,2,1,"57,00m²","57,00m²",3,Menosde1año,2.771.930/m²,nan
Apartamento en Venta Bello Santa Ana,$ 170.000.000,"60,00 m²",3,2,1,"54,00m²","60,00m²",4,Menosde1año,2.833.333/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello prado,$ 185.000.000,"64,00 m²",3,2,1,nan,"64,00m²",3,Menosde1año,2.890.625/m²,nan
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello belloniquia ,$ 270.000.000,"80,00 m²",3,2,1,"80,00m²","80,00m²",4,1a8años,3.375.000/m²,$180Estr
Apartamento en Venta Bello bello,$ 180.000.000,"60,00 m²",3,2,1,"60,00m²","60,00m²",4,nan,3.000.000/m²,nan
Apartamento en Venta Bello Niquía,$ 182.000.000,"55,00 m²",3,2,1,"55,00m²","55,00m²",3,9a15años,3.309.091/m²,nan
Apartamento en Venta Bello Cabañitas,$ 185.000.000,"144,00 m²",4,2,nan,"144,00m²","144,00m²",4,1a8años,1.284.722/m²,nan
C26,Desde $ 190.250.000 Hasta $ 268.756.000,"47,50 a 71,42 m²",1,1,1,nan,"47,50a71,42m²",4,nan,nan,nan
Apartamento en Venta Bello Bello,$ 260.000.000,"78,00 m²",3,2,1,"78,00m²","78,00m²",4,1a8años,3.333.333/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello Sur Cabañas,$ 160.000.000,"72,00 m²",2,2,nan,"72,00m²","72,00m²",3,9a15años,2.222.222/m²,nan
Apartamento en Venta Bello Cabañitas,$ 206.000.000,"67,00 m²",3,2,1,nan,"67,00m²",4,1a8años,3.074.627/m²,"$180,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello NAVARRA,$ 175.000.000,"65,00 m²",3,2,1,"62,00m²","65,00m²",3,1a8años,2.692.308/m²,"$125,000"
Apartamento en Venta Bello NIQUIA,$ 205.000.000,"65,00 m²",2,2,1,"65,00m²","65,00m²",4,1a8años,3.153.846/m²,"$128,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello NIQUIA,$ 190.000.000,"62,00 m²",2,2,nan,"62,00m²","62,00m²",4,1a8años,3.064.516/m²,"$188,000"
Apartamento en Venta Bello cabañas,$ 195.000.000,"55,00 m²",3,2,2,"55,00m²","55,00m²",4,nan,3.545.455/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello Cabañas,$ 195.000.000,"80,00 m²",3,1,nan,"80,00m²","80,00m²",3,nan,2.437.500/m²,nan
Apartamento en Venta Bello Bello,$ 195.000.000,"57,00 m²",2,2,1,"57,00m²","57,00m²",3,Menosde1año,3.421.053/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello Prado,$ 220.000.000,"64,00 m²",3,2,1,nan,"64,00m²",4,Menosde1año,3.437.500/m²,nan
Apartamento en Venta Bello Urbanización CERROAZUL,$ 139.000.000,"55,00 m²",2,2,nan,nan,"55,00m²",3,Menosde1año,2.527.273/m²,"$105,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello San Martin,$ 42.000.000,"40,00 m²",1,1,nan,nan,"40,00m²",2,1a8años,1.050.000/m²,nan
Apartamento en Venta Bello santa ana,$ 135.000.000,"55,00 m²",3,1,nan,nan,"55,00m²",3,9a15años,2.454.545/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 173.007.981,"62,00 m²",5,3,1,"62,00m²","62,00m²",4,Menosde1año,2.790.451/m²,nan
Apartamento en Venta Bello cabañas,$ 280.000.000,"180,00 m²",4,3,1,"160,00m²","180,00m²",3,1a8años,1.555.556/m²,nan
Apartamento en Venta Bello Niquía,$ 210.000.000,"60,00 m²",2,2,1,nan,"60,00m²",3,1a8años,3.500.000/m²,nan
Apartamento en Venta Bello NIQUIA,$ 250.000.000,"66,00 m²",3,2,nan,"66,00m²","66,00m²",3,1a8años,3.787.879/m²,"$138,108"
Apartamento en Venta Bello puerto bello,$ 205.000.000,"105,00 m²",4,3,nan,nan,"105,00m²",3,16a30años,1.952.381/m²,nan
Apartamento en Venta Bello fontidueño Alcalá ,$ 120.000.000,"54,00 m²",2,2,nan,"54,00m²","54,00m²",3,nan,2.222.222/m²,"$120,000"
Apartamento en Venta Bello Santa Ana,$ 214.900.000,"71,00 m²",2,2,1,"59,00m²","71,00m²",3,1a8años,3.026.761/m²,"$115,000"
Apartamento en Venta Bello santa ana,$ 178.000.000,"52,00 m²",2,2,2,"52,00m²","52,00m²",4,1a8años,3.423.077/m²,"$150,000"
Apartamento en Venta Bello BELLO,$ 172.707.981,"62,00 m²",3,2,1,"62,00m²","62,00m²",4,Menosde1año,2.785.613/m²,nan
Apartamento en Venta Bello Alcalá,$ 120.000.000,"53,00 m²",2,2,nan,nan,"53,00m²",nan,nan,2.264.151/m²,nan
Apartamento en Venta Bello Cabañas ,$ 225.000.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",4,Menosde1año,3.515.625/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello CABAÑAS URBANIZACIÓN LA QUINTA,$ 265.000.000,"78,00 m²",3,2,1,nan,"78,00m²",4,1a8años,3.397.436/m²,nan
Apartamento en Venta Bello Cabañas ,$ 245.000.000,"71,00 m²",3,2,1,"71,00m²","71,00m²",3,Menosde1año,3.450.704/m²,"$100,000"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 149.900.000,"52,00 m²",2,2,1,"52,00m²","52,00m²",3,Menosde1año,2.882.692/m²,nan
Apartamento en Venta Bello cabañas,$ 230.000.000,"69,00 m²",3,2,1,"69,00m²","69,00m²",4,1a8años,3.333.333/m²,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello EL TRAPICHE,$ 155.000.000,"62,00 m²",3,2,nan,"62,00m²","62,00m²",3,1a8años,2.500.000/m²,nan
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello barrio villas del sol ,$ 120.000.000,"57,00 m²",3,1,nan,"57,00m²","57,00m²",2,9a15años,2.105.263/m²,nan
Apartamento en Venta Bello cabañas,$ 255.000.000,"72,00 m²",3,2,nan,nan,"72,00m²",4,Menosde1año,3.541.667/m²,nan
Apartamento en Venta Bello madera,$ 225.000.000,"72,00 m²",3,2,1,nan,"72,00m²",4,1a8años,3.125.000/m²,nan
Apartamento en Venta Bello Madera,$ 210.000.000,"58,00 m²",2,2,1,"58,00m²","58,00m²",3,1a8años,3.620.690/m²,"$120,000"
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello Santana,$ 125.000.000,"52,00 m²",2,1,nan,"52,00m²","52,00m²",3,1a8años,2.403.846/m²,nan
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
Cerroclaro,Desde $ 127.599.999 Hasta $ 151.408.450,"54,30 m²",2,2,nan,"50,20m²","54,30m²",3,nan,nan,nan
Apartamento en Venta Bello BELLO,$ 173.007.981,"62,00 m²",3,2,1,"62,00m²","62,00m²",4,Menosde1año,2.790.451/m²,nan
Apartamento en Venta Bello Cabañas,$ 230.000.000,"71,00 m²",3,2,1,"71,00m²","71,00m²",4,1a8años,3.239.437/m²,nan
Apartamento en Venta Bello Bello   Cabañas ,$ 230.000.000,"88,00 m²",3,2,nan,"88,00m²","88,00m²",4,nan,2.613.636/m²,nan
Apartamento en Venta Bello NIQUIA,$ 187.000.000,"60,00 m²",2,2,1,"60,00m²","60,00m²",4,1a8años,3.116.667/m²,"$185,000"
Apartamento en Venta Bello ESTACION PRIMERA,$ 140.000.000,"56,00 m²",2,1,nan,nan,"56,00m²",2,nan,2.500.000/m²,nan
Apartamento en Venta Bello Madera,$ 155.000.000,"58,00 m²",3,2,nan,"58,00m²","58,00m²",3,1a8años,2.672.414/m²,"$106,000"
Apartamento en Venta Bello NIQUIA,$ 258.000.000,"68,00 m²",3,2,1,"68,00m²","68,00m²",4,1a8años,3.794.118/m²,"$134,000"
Apartamento en Venta Bello fontidueño,$ 125.000.000,"46,00 m²",2,1,nan,"46,00m²","46,00m²",2,1a8años,2.717.391/m²,"$82,500E"
Apartamento en Venta Bello niquia panamericano,$ 205.000.000,"70,00 m²",3,2,1,"70,00m²","70,00m²",3,1a8años,2.928.571/m²,"$200,000"
Apartamento en Venta Bello NIQUIA,$ 254.000.000,"70,00 m²",3,2,1,"70,00m²","70,00m²",4,1a8años,3.628.571/m²,nan
Apartamento en Venta Bello Navarra,$ 200.000.000,"68,00 m²",3,2,1,"64,00m²","68,00m²",3,1a8años,2.941.176/m²,$135Estr
Apartamento en Venta Bello BELLO,$ 195.000.000,"56,00 m²",3,2,1,"56,00m²","56,00m²",4,Menosde1año,3.482.143/m²,"$190,000"
Apartamento en Venta Bello Madera,$ 230.000.000,"68,00 m²",3,2,2,"68,00m²","68,00m²",3,1a8años,3.382.353/m²,nan
Apartamento en Venta Bello SAN MARTÍN,$ 175.000.000,"64,00 m²",3,2,1,nan,"64,00m²",3,nan,2.734.375/m²,nan
Apartamento en Venta Bello Cabañas,$ 250.000.000,"88,00 m²",3,2,1,"64,00m²","88,00m²",4,1a8años,2.840.909/m²,nan
Apartamento en Venta Bello Valadares,$ 113.000.000,"47,00 m²",3,1,nan,nan,"47,00m²",nan,nan,2.404.255/m²,nan
Apartamento en Venta Bello BELLO,$ 123.454.714,"40,00 m²",5,3,1,"40,00m²","40,00m²",4,Menosde1año,3.086.368/m²,nan
Apartamento en Venta Bello prado,$ 179.508.000,"6.411,00 m²",3,2,1,"6.411,00m²","6.411,00m²",3,Menosde1año,28.000/m²,"$150,000"
Apartamento en Venta Bello Niquia,$ 215.000.000,"65,00 m²",3,2,1,nan,"65,00m²",4,1a8años,3.307.692/m²,"$150,000"
Apartamento en Venta Bello Trapiche ,$ 115.000.000,"42,00 m²",2,1,1,nan,"42,00m²",1,1a8años,2.738.095/m²,"$70,000E"
Apartamento en Venta Bello trapiche,$ 120.000.000,"41,00 m²",2,1,1,nan,"41,00m²",1,nan,2.926.829/m²,nan
Apartamento en Venta Bello Niquia,$ 175.000.000,"40,00 m²",1,1,1,nan,"40,00m²",3,nan,4.375.000/m²,nan
Apartamento en Venta Bello BELLO,$ 185.000.000,"65,00 m²",2,2,1,nan,"65,00m²",4,Menosde1año,2.846.154/m²,"$129,900"
Apartamento en Venta Bello Santa Ana,$ 250.000.000,"60,00 m²",3,2,1,nan,"60,00m²",3,nan,4.166.667/m²,"$141,700"
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
Apartamento en Venta Bello MADERA,$ 175.000.000,"65,00 m²",3,2,1,nan,"65,00m²",4,1a8años,2.692.308/m²,"$123,000"
Apartamento en Venta Bello Briceñito,$ 95.000.000,"72,00 m²",2,2,nan,"72,00m²","72,00m²",2,1a8años,1.319.444/m²,nan
POBLADO NIQUÍA,Desde $ 229.850.000 Hasta $ 257.276.000,"70,76 a 78,69 m²",3,2,1,"62,85a69,91m²","70,76a78,69m²",3,nan,nan,nan
Apartamento en Venta Bello Las Cabañas,$ 225.000.000,"64,00 m²",3,3,1,nan,"64,00m²",4,nan,3.515.625/m²,"$160,000"
Apartamento en Venta Bello La Madera,$ 165.000.000,"58,00 m²",3,2,nan,nan,"58,00m²",4,nan,2.844.828/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello Bello,$ 130.000.000,"48,00 m²",2,2,nan,"48,00m²","48,00m²",3,nan,2.708.333/m²,nan
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello SECTOR INCAMETAL MACHADO,$ 178.000.000,"62,00 m²",3,2,nan,nan,"62,00m²",3,1a8años,2.870.968/m²,"$125,000"
Apartamento en Venta Bello Cabañas,$ 135.000.000,"48,00 m²",2,1,nan,"48,00m²","48,00m²",4,1a8años,2.812.500/m²,nan
Apartamento en Venta Bello Bello niquia,$ 290.000.000,"71,00 m²",2,2,1,"71,00m²","71,00m²",C,1a8años,4.084.507/m²,"$144,000"
Apartamento en Venta Bello cabañas,$ 280.000.000,"89,00 m²",3,2,1,"89,00m²","89,00m²",4,1a8años,3.146.067/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello La Cabaña,$ 330.000.000,"101,00 m²",3,3,1,"101,00m²","101,00m²",3,1a8años,3.267.327/m²,"$110,000"
BARI,Desde $ 179.808.000 Hasta $ 189.108.000,"64,11 m²",3,2,nan,"60,90m²","64,11m²",3,nan,nan,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello La Navarra,$ 145.000.000,"48,00 m²",2,1,1,"48,00m²","48,00m²",3,1a8años,3.020.833/m²,"$90,000E"
Apartamento en Venta Bello san jose obrero,$ 200.000.000,"170,00 m²",5,2,nan,"140,00m²","170,00m²",3,9a15años,1.176.471/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello Goretti,$ 120.000.000,"58,00 m²",3,2,0,"58,00m²","58,00m²",3,1a8años,2.068.966/m²,"$95,000E"
Apartamento en Venta Bello la gabriela,$ 178.000.000,"63,00 m²",3,2,nan,"63,00m²","63,00m²",3,Menosde1año,2.825.397/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello las cabañas,$ 130.000.000,"66,00 m²",1,1,1,nan,"66,00m²",3,9a15años,1.969.697/m²,nan
Apartamento en Venta Bello MADERA,$ 162.000.000,"57,00 m²",3,2,nan,"57,00m²","57,00m²",3,nan,2.842.105/m²,nan
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello Bellavista,$ 124.000.000,"56,00 m²",3,2,nan,nan,"56,00m²",3,nan,2.214.286/m²,nan
Apartamento en Venta Bello niquia,$ 320.000.000,"81,00 m²",3,2,1,"81,00m²","81,00m²",4,Menosde1año,3.950.617/m²,"$170,000"
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia ,$ 221.990.000,"70,00 m²",3,2,nan,nan,"70,00m²",3,1a8años,3.171.286/m²,"$135,000"
Apartamento en Venta Bello Madera,$ 180.000.000,"59,00 m²",3,2,1,nan,"59,00m²",3,1a8años,3.050.847/m²,"$126,650"
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello Ciudadela amazonia,$ 220.000.000,"76,00 m²",3,2,1,"67,00m²","76,00m²",4,1a8años,2.894.737/m²,"$140,000"
Apartamento en Venta Bello UNIDAD TOLEDO CAMPESTRE,$ 148.000.000,"58,00 m²",3,2,nan,nan,"58,00m²",3,Menosde1año,2.551.724/m²,"$90,000E"
RESERVA DE BÚCAROS,Desde $ 151.012.000 Hasta $ 313.871.000,"43,60 a 105,60 m²",1,2,1,"38,94a97,21m²","43,60a105,60m²",3,nan,nan,nan
Apartamento en Venta Bello Cabañas,$ 248.000.000,"100,00 m²",4,2,1,"100,00m²","100,00m²",3,16a30años,2.480.000/m²,nan
Apartamento en Venta Bello Niquía,$ 250.000.000,"76,00 m²",3,2,1,"76,00m²","76,00m²",4,1a8años,3.289.474/m²,nan
Apartamento en Venta Bello Niquia,$ 175.000.000,"62,00 m²",3,2,1,nan,"62,00m²",3,nan,2.822.581/m²,nan
Apartamento en Venta Bello Niquia,$ 150.000.000,"60,00 m²",3,2,nan,"60,00m²","60,00m²",3,nan,2.500.000/m²,"$100,000"
Apartamento en Venta Bello Niquia,$ 165.000.000,"54,00 m²",3,2,nan,"54,00m²","54,00m²",3,1a8años,3.055.556/m²,"$130,000"
Apartamento en Venta Bello Niquia,$ 150.000.000,"60,00 m²",4,1,nan,"60,00m²","60,00m²",3,nan,2.500.000/m²,"$55,000E"
Apartamento en Venta Bello madera,$ 245.000.000,"64,00 m²",3,2,1,"64,00m²","64,00m²",3,1a8años,3.828.125/m²,"$142,000"
Apartamento en Venta Bello niquia torrenova,$ 163.000.000,"58,00 m²",3,2,nan,"58,00m²","58,00m²",3,9a15años,2.810.345/m²,"$98,000E"
Apartamento en Venta Bello Niquia,$ 260.000.000,"72,00 m²",3,2,1,"72,00m²","72,00m²",4,1a8años,3.611.111/m²,nan
Apartamento en Venta Bello Buenos Aires,$ 113.000.000,"65,00 m²",3,2,nan,"65,00m²","65,00m²",2,Menosde1año,1.738.462/m²,"$10,000E"
MONTANA,Desde $ 562.600.000 Hasta $ 602.600.000,"126,14 m²",3,4,2,nan,"126,14m²",4,nan,nan,nan
Apartamento en Venta Bello Prado,$ 145.500.000,"50,25 m²",2,2,nan,nan,"50,25m²",3,Menosde1año,2.895.522/m²,nan
Apartamento en Venta Bello SECTOR INCAMETAL MACHADO,$ 178.000.000,"62,00 m²",3,2,nan,nan,"62,00m²",3,1a8años,2.870.968/m²,"$125,000"
Florida Norteamerica,Desde $ 186.460.000 Hasta $ 260.000.000,"56,92 a 89,63 m²",3,2,nan,nan,"56,92a89,63m²",3,nan,nan,nan
Apartamento en Venta Bello Niquia,$ 270.000.000,"79,00 m²",3,2,1,nan,"79,00m²",nan,nan,3.417.722/m²,"$180,000"
Apartamento en Venta Bello niquia,$ 175.000.000,"56,00 m²",2,2,1,nan,"56,00m²",4,1a8años,3.125.000/m²,nan
POBLADO NIQUÍA,Desde $ 229.850.000 Hasta $ 257.276.000,"70,76 a 78,69 m²",3,2,1,"62,85a69,91m²","70,76a78,69m²",3,nan,nan,nan
